#gene_id	#pathway_name	#pathway_id	#ec_number
default-0_c16969|m.13560	Styrene degradation	00643	1.13.11.5
default-0_rep_c24061|m.18540	Pentose and glucuronate interconversions	00040	4.2.2.2
default-0_rep_c48295|m.33457	Pyrimidine metabolism	00240	2.7.7.6
default-0_rep_c48295|m.33457	Purine metabolism	00230	2.7.7.6
default-0_rep_c88234|m.58197	Amino sugar and nucleotide sugar metabolism	00520	3.2.1.14
default-0_rep_c48685|m.33711	Starch and sucrose metabolism	00500	3.2.1.4
default-0_rep_c57127|m.39271	Nicotinate and nicotinamide metabolism	00760	6.3.4.21
default-0_c76141|m.51280	Glutathione metabolism	00480	2.5.1.16
default-0_c76141|m.51280	beta-Alanine metabolism	00410	2.5.1.16
default-0_c76141|m.51280	Arginine and proline metabolism	00330	2.5.1.16
default-0_c76141|m.51280	Cysteine and methionine metabolism	00270	2.5.1.16
default-0_rep_c73|m.92	Cysteine and methionine metabolism	00270	2.5.1.6
default-0_c73262|m.49204	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_rep_c17206|m.13735	Aminoacyl-tRNA biosynthesis	00970	6.1.1.11
default-0_rep_c41445|m.28529	Nitrogen metabolism	00910	6.3.1.2
default-0_rep_c41445|m.28529	Glyoxylate and dicarboxylate metabolism	00630	6.3.1.2
default-0_rep_c41445|m.28529	Arginine biosynthesis	00220	6.3.1.2
default-0_rep_c41445|m.28529	Alanine, aspartate and glutamate metabolism	00250	6.3.1.2
default-0_rep_c1353|m.1187	Glycolysis / Gluconeogenesis	00010	2.7.1.11
default-0_rep_c1353|m.1187	Galactose metabolism	00052	2.7.1.11
default-0_rep_c1353|m.1187	Fructose and mannose metabolism	00051	2.7.1.11
default-0_rep_c1353|m.1187	Pentose phosphate pathway	00030	2.7.1.11
default-0_rep_c1353|m.1187	Methane metabolism	00680	2.7.1.11
default-0_rep_c61402|m.41987	Phenylalanine, tyrosine and tryptophan biosynthesis	00400	4.2.3.4
default-0_rep_c110379|m.68393	Glyoxylate and dicarboxylate metabolism	00630	4.1.1.39
default-0_rep_c110379|m.68393	Carbon fixation in photosynthetic organisms	00710	4.1.1.39
default-0_rep_c4055|m.3564	Sulfur metabolism	00920	2.5.1.47
default-0_rep_c4055|m.3564	Cysteine and methionine metabolism	00270	2.5.1.47
default-0_rep_c29697|m.22079	Amino sugar and nucleotide sugar metabolism	00520	3.2.1.14
default-0_rep_c107995|m.66943	Aminoacyl-tRNA biosynthesis	00970	6.1.1.3
default-0_c75389|m.50794	Starch and sucrose metabolism	00500	3.2.1.4
default-0_rep_c20194|m.15953	Photosynthesis	00195	3.6.3.14
default-0_rep_c20194|m.15953	Oxidative phosphorylation	00190	3.6.3.14
default-0_rep_c57271|m.39349	Purine metabolism	00230	2.7.1.40
default-0_rep_c57271|m.39349	Glycolysis / Gluconeogenesis	00010	2.7.1.40
default-0_rep_c57271|m.39349	Pyruvate metabolism	00620	2.7.1.40
default-0_rep_c7087|m.6108	Thiamine metabolism	00730	2.7.6.2
default-0_rep_c65851|m.44620	Glyoxylate and dicarboxylate metabolism	00630	4.1.1.39
default-0_rep_c65851|m.44620	Carbon fixation in photosynthetic organisms	00710	4.1.1.39
default-0_rep_c22652|m.17600	Arginine and proline metabolism	00330	2.6.1.13
default-0_rep_c79858|m.53689	Terpenoid backbone biosynthesis	00900	1.17.1.2
default-0_c53676|m.36875	Oxidative phosphorylation	00190	3.6.1.1
default-0_c91364|m.59503	Arginine and proline metabolism	00330	2.6.1.13
default-0_rep_c61878|m.42282	Phenylalanine, tyrosine and tryptophan biosynthesis	00400	4.2.3.4
default-0_rep_c4919|m.4337	Glutathione metabolism	00480	1.11.1.15
default-0_rep_c60047|m.41120	Amino sugar and nucleotide sugar metabolism	00520	3.5.99.6
default-0_rep_c18411|m.14590	Pantothenate and CoA biosynthesis	00770	2.7.1.33
default-0_rep_c1620|m.1394	Terpenoid backbone biosynthesis	00900	1.1.1.34
default-0_c93063|m.60260	Riboflavin metabolism	00740	2.7.1.26
default-0_rep_c7319|m.6310	Purine metabolism	00230	2.7.4.3
default-0_c19954|m.15773	Porphyrin and chlorophyll metabolism	00860	4.99.1.3
default-0_c97430|m.62168	Glycerophospholipid metabolism	00564	3.1.3.27
default-0_c35323|m.25083	Nicotinate and nicotinamide metabolism	00760	3.6.1.22
default-0_rep_c47834|m.33139	Fatty acid biosynthesis	00061	4.2.1.59
default-0_rep_c47834|m.33139	Biotin metabolism	00780	4.2.1.59
default-0_c93914|m.60642	Starch and sucrose metabolism	00500	2.4.1.21
default-0_rep_c63164|m.43046	Glutathione metabolism	00480	1.11.1.15
default-0_rep_c115243|m.70932	Photosynthesis	00195	3.6.3.14
default-0_rep_c115243|m.70932	Oxidative phosphorylation	00190	3.6.3.14
default-0_rep_c11916|m.9858	Amino sugar and nucleotide sugar metabolism	00520	3.2.1.14
default-0_c78833|m.53035	Aminoacyl-tRNA biosynthesis	00970	6.3.5.7
default-0_c49056|m.33996	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_rep_c84268|m.56154	Starch and sucrose metabolism	00500	3.1.1.11
default-0_rep_c84268|m.56154	Pentose and glucuronate interconversions	00040	3.1.1.11
default-0_c107841|m.66841	Purine metabolism	00230	3.5.4.6
default-0_rep_c5248|m.4616	Glyoxylate and dicarboxylate metabolism	00630	1.1.1.37
default-0_rep_c5248|m.4616	Methane metabolism	00680	1.1.1.37
default-0_rep_c5248|m.4616	Carbon fixation pathways in prokaryotes	00720	1.1.1.37
default-0_rep_c5248|m.4616	Carbon fixation in photosynthetic organisms	00710	1.1.1.37
default-0_rep_c5248|m.4616	Pyruvate metabolism	00620	1.1.1.37
default-0_rep_c5248|m.4616	Cysteine and methionine metabolism	00270	1.1.1.37
default-0_rep_c5248|m.4616	Citrate cycle (TCA cycle)	00020	1.1.1.37
default-0_rep_c10567|m.8835	Pentose and glucuronate interconversions	00040	4.2.2.2
default-0_rep_c45699|m.31686	Pantothenate and CoA biosynthesis	00770	1.1.1.86
default-0_rep_c45699|m.31686	Valine, leucine and isoleucine biosynthesis	00290	1.1.1.86
default-0_rep_c51137|m.35314	Glycine, serine and threonine metabolism	00260	1.4.4.2
default-0_rep_c13648|m.11141	Cysteine and methionine metabolism	00270	2.1.1.14
default-0_rep_c13648|m.11141	Selenocompound metabolism	00450	2.1.1.14
default-0_rep_c6866|m.5947	Phenylalanine, tyrosine and tryptophan biosynthesis	00400	2.5.1.54
default-0_c91323|m.59479	Folate biosynthesis	00790	4.1.2.25
default-0_c57673|m.39619	Histidine metabolism	00340	2.1.2.5
default-0_c57673|m.39619	One carbon pool by folate	00670	2.1.2.5
default-0_c36111|m.25497	Alanine, aspartate and glutamate metabolism	00250	2.1.3.2
default-0_c36111|m.25497	Pyrimidine metabolism	00240	2.1.3.2
default-0_rep_c58831|m.40344	Glyoxylate and dicarboxylate metabolism	00630	4.1.1.39
default-0_rep_c58831|m.40344	Carbon fixation in photosynthetic organisms	00710	4.1.1.39
default-0_rep_c36319|m.25615	Thiamine metabolism	00730	2.8.1.10
default-0_rep_c36319|m.25615	Vitamin B6 metabolism	00750	4.3.3.6
default-0_rep_c2001|m.1734	Pantothenate and CoA biosynthesis	00770	2.7.1.33
default-0_rep_c101617|m.63820	Amino sugar and nucleotide sugar metabolism	00520	3.2.1.14
default-0_rep_c97486|m.62191	Various types of N-glycan biosynthesis	00513	2.4.99.18
default-0_rep_c97486|m.62191	N-Glycan biosynthesis	00510	2.4.99.18
default-0_rep_c77843|m.52368	Purine metabolism	00230	2.7.4.6
default-0_rep_c77843|m.52368	Pyrimidine metabolism	00240	2.7.4.6
default-0_rep_c23260|m.17996	Cyanoamino acid metabolism	00460	2.1.2.1
default-0_rep_c23260|m.17996	Glyoxylate and dicarboxylate metabolism	00630	2.1.2.1
default-0_rep_c23260|m.17996	Glycine, serine and threonine metabolism	00260	2.1.2.1
default-0_rep_c23260|m.17996	Methane metabolism	00680	2.1.2.1
default-0_rep_c23260|m.17996	One carbon pool by folate	00670	2.1.2.1
default-0_rep_c28684|m.21441	Pantothenate and CoA biosynthesis	00770	2.7.1.33
default-0_rep_c71651|m.47862	Purine metabolism	00230	1.17.4.1
default-0_rep_c71651|m.47862	Glutathione metabolism	00480	1.17.4.1
default-0_rep_c71651|m.47862	Pyrimidine metabolism	00240	1.17.4.1
default-0_rep_c9245|m.7820	Ubiquinone and other terpenoid-quinone biosynthesis	00130	2.1.1.163
default-0_c39629|m.27516	Glycerophospholipid metabolism	00564	1.1.1.94
default-0_c79439|m.53409	Various types of N-glycan biosynthesis	00513	2.4.99.18
default-0_c79439|m.53409	N-Glycan biosynthesis	00510	2.4.99.18
default-0_rep_c19951|m.15772	Fatty acid elongation	00062	2.3.1.199
default-0_rep_c19951|m.15772	Fatty acid biosynthesis	00061	2.3.1.180
default-0_rep_c6246|m.5419	Oxidative phosphorylation	00190	1.9.3.1
default-0_rep_c3288|m.2897	Amino sugar and nucleotide sugar metabolism	00520	3.5.99.6
default-0_rep_c3288|m.2897	Pentose phosphate pathway	00030	3.1.1.31
default-0_rep_c98539|m.62558	Arginine and proline metabolism	00330	4.1.1.19
default-0_c34038|m.24423	Purine metabolism	00230	6.3.4.13
default-0_rep_c4693|m.4152	Cysteine and methionine metabolism	00270	4.1.1.50
default-0_rep_c4693|m.4152	Arginine and proline metabolism	00330	4.1.1.50
default-0_rep_c13505|m.11036	Other glycan degradation	00511	3.2.1.51
default-0_rep_c65991|m.44698	Glyoxylate and dicarboxylate metabolism	00630	4.1.1.39
default-0_rep_c65991|m.44698	Carbon fixation in photosynthetic organisms	00710	4.1.1.39
default-0_rep_c98174|m.62432	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_rep_c6430|m.5580	Purine metabolism	00230	1.17.4.1
default-0_rep_c6430|m.5580	Glutathione metabolism	00480	1.17.4.1
default-0_rep_c6430|m.5580	Pyrimidine metabolism	00240	1.17.4.1
default-0_c74071|m.49824	Amino sugar and nucleotide sugar metabolism	00520	2.7.7.27
default-0_c74071|m.49824	Starch and sucrose metabolism	00500	2.7.7.27
default-0_c10913|m.9104	Sulfur metabolism	00920	2.3.1.30
default-0_c10913|m.9104	Cysteine and methionine metabolism	00270	2.3.1.30
default-0_rep_c64370|m.43755	Cysteine and methionine metabolism	00270	2.5.1.6
default-0_c18670|m.14787	Riboflavin metabolism	00740	2.5.1.78
default-0_rep_c49688|m.34422	Arginine and proline metabolism	00330	3.4.11.5
default-0_rep_c10397|m.8725	Aminoacyl-tRNA biosynthesis	00970	6.1.1.9
default-0_rep_c64088|m.43575	Cysteine and methionine metabolism	00270	4.1.1.50
default-0_rep_c64088|m.43575	Arginine and proline metabolism	00330	4.1.1.50
default-0_rep_c74349|m.50023	Purine metabolism	00230	3.5.4.10
default-0_rep_c74349|m.50023	Purine metabolism	00230	2.1.2.3
default-0_rep_c74349|m.50023	One carbon pool by folate	00670	2.1.2.3
default-0_c75672|m.50982	Pyruvate metabolism	00620	3.1.2.6
default-0_c22499|m.17492	Drug metabolism - other enzymes	00983	2.7.1.48
default-0_c22499|m.17492	Pyrimidine metabolism	00240	2.4.2.9
default-0_c22499|m.17492	Pyrimidine metabolism	00240	2.7.1.48
default-0_rep_c97926|m.62340	Purine metabolism	00230	2.7.4.3
default-0_dn_rep_c44695|m.30939	Glyoxylate and dicarboxylate metabolism	00630	4.1.1.39
default-0_dn_rep_c44695|m.30939	Carbon fixation in photosynthetic organisms	00710	4.1.1.39
default-0_c100699|m.63422	Porphyrin and chlorophyll metabolism	00860	4.99.1.1
default-0_rep_c76853|m.51739	Glycolysis / Gluconeogenesis	00010	5.4.2.12
default-0_rep_c76853|m.51739	Methane metabolism	00680	5.4.2.12
default-0_rep_c76853|m.51739	Glycine, serine and threonine metabolism	00260	5.4.2.12
default-0_rep_c14019|m.11425	Fatty acid elongation	00062	2.3.1.199
default-0_rep_c14019|m.11425	Fatty acid biosynthesis	00061	2.3.1.180
default-0_rep_c10677|m.8912	Pyrimidine metabolism	00240	2.7.7.7
default-0_rep_c10677|m.8912	Purine metabolism	00230	2.7.7.7
default-0_rep_c109901|m.68133	Pyrimidine metabolism	00240	2.7.7.6
default-0_rep_c109901|m.68133	Purine metabolism	00230	2.7.7.6
default-0_rep_c56138|m.38627	Drug metabolism - other enzymes	00983	1.1.1.205
default-0_rep_c56138|m.38627	Purine metabolism	00230	1.1.1.205
default-0_rep_c6693|m.5793	Pentose phosphate pathway	00030	4.1.2.13
default-0_rep_c6693|m.5793	Carbon fixation in photosynthetic organisms	00710	4.1.2.13
default-0_rep_c6693|m.5793	Glycolysis / Gluconeogenesis	00010	4.1.2.13
default-0_rep_c6693|m.5793	Fructose and mannose metabolism	00051	4.1.2.13
default-0_rep_c6693|m.5793	Methane metabolism	00680	4.1.2.13
default-0_c91206|m.59425	Other glycan degradation	00511	3.2.1.51
default-0_c39917|m.27681	Amino sugar and nucleotide sugar metabolism	00520	2.7.7.27
default-0_c39917|m.27681	Starch and sucrose metabolism	00500	2.7.7.27
default-0_c11878|m.9829	Aminoacyl-tRNA biosynthesis	00970	6.1.1.15
default-0_c76238|m.51340	Purine metabolism	00230	6.3.4.13
default-0_rep_c70909|m.47185	Aminoacyl-tRNA biosynthesis	00970	6.1.1.14
default-0_rep_c52483|m.36095	Porphyrin and chlorophyll metabolism	00860	1.16.3.1
default-0_rep_c44499|m.30800	Fructose and mannose metabolism	00051	5.3.1.6
default-0_rep_c44499|m.30800	Pentose phosphate pathway	00030	5.3.1.6
default-0_rep_c44499|m.30800	Carbon fixation in photosynthetic organisms	00710	5.3.1.6
default-0_c104993|m.65270	Biotin metabolism	00780	2.8.1.6
default-0_rep_c54561|m.37455	Carbon fixation in photosynthetic organisms	00710	2.7.2.3
default-0_rep_c54561|m.37455	Glycolysis / Gluconeogenesis	00010	2.7.2.3
default-0_rep_c60610|m.41517	Cysteine and methionine metabolism	00270	4.1.1.50
default-0_rep_c60610|m.41517	Arginine and proline metabolism	00330	4.1.1.50
default-0_rep_c100307|m.63261	Glycolysis / Gluconeogenesis	00010	2.7.1.11
default-0_rep_c100307|m.63261	Galactose metabolism	00052	2.7.1.11
default-0_rep_c100307|m.63261	Fructose and mannose metabolism	00051	2.7.1.11
default-0_rep_c100307|m.63261	Pentose phosphate pathway	00030	2.7.1.11
default-0_rep_c100307|m.63261	Methane metabolism	00680	2.7.1.11
default-0_rep_c106451|m.65904	Starch and sucrose metabolism	00500	3.1.1.11
default-0_rep_c106451|m.65904	Pentose and glucuronate interconversions	00040	3.1.1.11
default-0_rep_c20722|m.16308	Methane metabolism	00680	3.1.2.12
default-0_c41296|m.28446	Starch and sucrose metabolism	00500	2.4.1.25
default-0_rep_c46333|m.32101	Photosynthesis	00195	3.6.3.14
default-0_rep_c46333|m.32101	Oxidative phosphorylation	00190	3.6.3.14
default-0_rep_c24909|m.19124	Citrate cycle (TCA cycle)	00020	1.1.1.42
default-0_rep_c24909|m.19124	Carbon fixation pathways in prokaryotes	00720	1.1.1.42
default-0_rep_c24909|m.19124	Glutathione metabolism	00480	1.1.1.42
default-0_c73614|m.49486	Starch and sucrose metabolism	00500	3.2.1.2
default-0_c29970|m.22253	Peptidoglycan biosynthesis	00550	2.4.1.227
default-0_rep_c7398|m.6365	Aminoacyl-tRNA biosynthesis	00970	6.1.1.20
default-0_rep_c95141|m.61207	Oxidative phosphorylation	00190	1.9.3.1
default-0_rep_c266|m.301	Cysteine and methionine metabolism	00270	2.1.1.14
default-0_rep_c266|m.301	Selenocompound metabolism	00450	2.1.1.14
default-0_rep_c26323|m.20054	Cysteine and methionine metabolism	00270	2.5.1.6
default-0_rep_c76914|m.51784	Oxidative phosphorylation	00190	3.6.1.1
default-0_rep_c71671|m.47875	alpha-Linolenic acid metabolism	00592	5.3.99.6
default-0_rep_c61872|m.42279	Pyrimidine metabolism	00240	2.7.7.6
default-0_rep_c61872|m.42279	Purine metabolism	00230	2.7.7.6
default-0_rep_c112168|m.69240	Cysteine and methionine metabolism	00270	3.3.1.1
default-0_rep_c90357|m.59091	Glutathione metabolism	00480	1.1.1.44
default-0_rep_c90357|m.59091	Pentose phosphate pathway	00030	1.1.1.44
default-0_rep_c60428|m.41398	Oxidative phosphorylation	00190	1.10.2.2
default-0_c15844|m.12758	Lipopolysaccharide biosynthesis	00540	2.5.1.55
default-0_c80636|m.54155	Starch and sucrose metabolism	00500	3.1.1.11
default-0_c80636|m.54155	Pentose and glucuronate interconversions	00040	3.1.1.11
default-0_rep_c46109|m.31969	Glutathione metabolism	00480	1.1.1.44
default-0_rep_c46109|m.31969	Pentose phosphate pathway	00030	1.1.1.44
default-0_rep_c43948|m.30363	alpha-Linolenic acid metabolism	00592	5.3.99.6
default-0_c106211|m.65805	Riboflavin metabolism	00740	2.7.1.26
default-0_rep_c85786|m.56955	Cyanoamino acid metabolism	00460	2.1.2.1
default-0_rep_c85786|m.56955	Glyoxylate and dicarboxylate metabolism	00630	2.1.2.1
default-0_rep_c85786|m.56955	Glycine, serine and threonine metabolism	00260	2.1.2.1
default-0_rep_c85786|m.56955	Methane metabolism	00680	2.1.2.1
default-0_rep_c85786|m.56955	One carbon pool by folate	00670	2.1.2.1
default-0_rep_c4642|m.4107	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_rep_c108124|m.67029	Porphyrin and chlorophyll metabolism	00860	4.99.1.1
default-0_rep_c43329|m.29844	Purine metabolism	00230	2.7.1.40
default-0_rep_c43329|m.29844	Glycolysis / Gluconeogenesis	00010	2.7.1.40
default-0_rep_c43329|m.29844	Pyruvate metabolism	00620	2.7.1.40
default-0_rep_c62|m.80	Oxidative phosphorylation	00190	3.6.1.1
default-0_rep_c39289|m.27315	Cyanoamino acid metabolism	00460	2.1.2.1
default-0_rep_c39289|m.27315	Glyoxylate and dicarboxylate metabolism	00630	2.1.2.1
default-0_rep_c39289|m.27315	Glycine, serine and threonine metabolism	00260	2.1.2.1
default-0_rep_c39289|m.27315	Methane metabolism	00680	2.1.2.1
default-0_rep_c39289|m.27315	One carbon pool by folate	00670	2.1.2.1
default-0_c103147|m.64448	Sphingolipid metabolism	00600	3.2.1.23
default-0_c103147|m.64448	Galactose metabolism	00052	3.2.1.23
default-0_c103147|m.64448	Glycosaminoglycan degradation	00531	3.2.1.23
default-0_c103147|m.64448	Glycosphingolipid biosynthesis - ganglio series	00604	3.2.1.23
default-0_c103147|m.64448	Other glycan degradation	00511	3.2.1.23
default-0_rep_c37846|m.26493	Starch and sucrose metabolism	00500	3.2.1.4
default-0_rep_c5260|m.4628	Terpenoid backbone biosynthesis	00900	1.1.1.34
default-0_c23827|m.18370	Sulfur metabolism	00920	2.7.1.25
default-0_c23827|m.18370	Purine metabolism	00230	2.7.1.25
default-0_c86403|m.57272	Starch and sucrose metabolism	00500	3.1.1.11
default-0_c86403|m.57272	Pentose and glucuronate interconversions	00040	3.1.1.11
default-0_rep_c802|m.753	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_c26629|m.20275	Starch and sucrose metabolism	00500	3.2.1.26
default-0_c26629|m.20275	Galactose metabolism	00052	3.2.1.26
default-0_rep_c27083|m.20520	Pyrimidine metabolism	00240	2.7.7.6
default-0_rep_c27083|m.20520	Purine metabolism	00230	2.7.7.6
default-0_c111685|m.69024	Purine metabolism	00230	3.5.4.10
default-0_c111685|m.69024	Purine metabolism	00230	2.1.2.3
default-0_c111685|m.69024	One carbon pool by folate	00670	2.1.2.3
default-0_rep_c107153|m.66359	Methane metabolism	00680	3.1.2.12
default-0_rep_c2612|m.2290	Glycolysis / Gluconeogenesis	00010	5.4.2.12
default-0_rep_c2612|m.2290	Methane metabolism	00680	5.4.2.12
default-0_rep_c2612|m.2290	Glycine, serine and threonine metabolism	00260	5.4.2.12
default-0_rep_c9199|m.7777	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_c10827|m.9040	Nitrogen metabolism	00910	4.2.1.1
default-0_c74240|m.49939	Starch and sucrose metabolism	00500	3.1.1.11
default-0_c74240|m.49939	Pentose and glucuronate interconversions	00040	3.1.1.11
default-0_rep_c48825|m.33814	Purine metabolism	00230	3.6.1.19
default-0_rep_c48825|m.33814	Drug metabolism - other enzymes	00983	3.6.1.19
default-0_rep_c48825|m.33814	Pyrimidine metabolism	00240	3.6.1.19
default-0_rep_c99039|m.62775	Terpenoid backbone biosynthesis	00900	1.17.1.2
default-0_dn_rep_c2930|m.2556	Pantothenate and CoA biosynthesis	00770	2.7.1.33
default-0_c1040|m.932	Starch and sucrose metabolism	00500	3.2.1.39
default-0_rep_c16918|m.13535	Starch and sucrose metabolism	00500	3.1.1.11
default-0_rep_c16918|m.13535	Pentose and glucuronate interconversions	00040	3.1.1.11
default-0_rep_c31603|m.23128	Oxidative phosphorylation	00190	3.6.1.1
default-0_c72578|m.48670	Fructose and mannose metabolism	00051	2.7.1.105
default-0_c72578|m.48670	Fructose and mannose metabolism	00051	3.1.3.46
default-0_rep_c73412|m.49326	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_rep_c13988|m.11407	Pentose and glucuronate interconversions	00040	4.2.2.2
default-0_rep_c92766|m.60127	Pentose phosphate pathway	00030	1.1.1.49
default-0_rep_c92766|m.60127	Glutathione metabolism	00480	1.1.1.49
default-0_c83319|m.55618	Starch and sucrose metabolism	00500	3.2.1.26
default-0_c83319|m.55618	Galactose metabolism	00052	3.2.1.26
default-0_rep_c7414|m.6380	alpha-Linolenic acid metabolism	00592	5.3.99.6
default-0_rep_c60429|m.41399	Amino sugar and nucleotide sugar metabolism	00520	3.2.1.14
default-0_rep_c73778|m.49610	Glycerophospholipid metabolism	00564	2.7.8.5
default-0_rep_c24121|m.18580	Cysteine and methionine metabolism	00270	2.1.1.37
default-0_rep_c31667|m.23161	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_c35317|m.25079	Glycosphingolipid biosynthesis - ganglio series	00604	3.2.1.52
default-0_c35317|m.25079	Amino sugar and nucleotide sugar metabolism	00520	3.2.1.52
default-0_c35317|m.25079	Other glycan degradation	00511	3.2.1.52
default-0_c35317|m.25079	Glycosphingolipid biosynthesis - globo series	00603	3.2.1.52
default-0_c35317|m.25079	Various types of N-glycan biosynthesis	00513	3.2.1.52
default-0_c35317|m.25079	Glycosaminoglycan degradation	00531	3.2.1.52
default-0_rep_c25756|m.19708	Terpenoid backbone biosynthesis	00900	1.17.1.2
default-0_rep_c84956|m.56522	Glyoxylate and dicarboxylate metabolism	00630	1.1.1.37
default-0_rep_c84956|m.56522	Methane metabolism	00680	1.1.1.37
default-0_rep_c84956|m.56522	Carbon fixation pathways in prokaryotes	00720	1.1.1.37
default-0_rep_c84956|m.56522	Carbon fixation in photosynthetic organisms	00710	1.1.1.37
default-0_rep_c84956|m.56522	Pyruvate metabolism	00620	1.1.1.37
default-0_rep_c84956|m.56522	Cysteine and methionine metabolism	00270	1.1.1.37
default-0_rep_c84956|m.56522	Citrate cycle (TCA cycle)	00020	1.1.1.37
default-0_rep_c71389|m.47609	Nicotinate and nicotinamide metabolism	00760	2.7.1.23
default-0_rep_c97363|m.62145	Pyrimidine metabolism	00240	2.7.7.6
default-0_rep_c97363|m.62145	Purine metabolism	00230	2.7.7.6
default-0_c90936|m.59318	Aminoacyl-tRNA biosynthesis	00970	6.3.5.7
default-0_rep_c23868|m.18400	Purine metabolism	00230	2.7.4.6
default-0_rep_c23868|m.18400	Pyrimidine metabolism	00240	2.7.4.6
default-0_rep_c99876|m.63087	Valine, leucine and isoleucine biosynthesis	00290	4.2.1.9
default-0_rep_c99876|m.63087	Pantothenate and CoA biosynthesis	00770	4.2.1.9
default-0_rep_c65999|m.44703	Cysteine and methionine metabolism	00270	3.3.1.1
default-0_rep_c9719|m.8182	Carbon fixation pathways in prokaryotes	00720	1.3.5.1
default-0_rep_c9719|m.8182	Oxidative phosphorylation	00190	1.3.5.1
default-0_rep_c9719|m.8182	Citrate cycle (TCA cycle)	00020	1.3.5.1
default-0_rep_c9719|m.8182	Butanoate metabolism	00650	1.3.5.1
default-0_rep_c10767|m.8991	Monobactam biosynthesis	00261	4.3.3.7
default-0_rep_c10767|m.8991	Lysine biosynthesis	00300	4.3.3.7
default-0_rep_c41481|m.28550	Methane metabolism	00680	4.2.1.11
default-0_rep_c41481|m.28550	Glycolysis / Gluconeogenesis	00010	4.2.1.11
default-0_rep_c202|m.240	Glycolysis / Gluconeogenesis	00010	1.1.1.1
default-0_rep_c202|m.240	Glycine, serine and threonine metabolism	00260	1.1.1.1
default-0_rep_c202|m.240	Fatty acid degradation	00071	1.1.1.1
default-0_rep_c202|m.240	Naphthalene degradation	00626	1.1.1.1
default-0_rep_c202|m.240	Drug metabolism - cytochrome P450	00982	1.1.1.1
default-0_rep_c202|m.240	Chloroalkane and chloroalkene degradation	00625	1.1.1.1
default-0_rep_c202|m.240	Metabolism of xenobiotics by cytochrome P450	00980	1.1.1.1
default-0_rep_c202|m.240	alpha-Linolenic acid metabolism	00592	1.1.1.1
default-0_rep_c202|m.240	Tyrosine metabolism	00350	1.1.1.1
default-0_rep_c202|m.240	Retinol metabolism	00830	1.1.1.1
default-0_rep_c202|m.240	Methane metabolism	00680	1.1.1.284
default-0_c54104|m.37155	Porphyrin and chlorophyll metabolism	00860	4.1.1.37
default-0_rep_c54277|m.37266	Pyrimidine metabolism	00240	2.7.7.6
default-0_rep_c54277|m.37266	Purine metabolism	00230	2.7.7.6
default-0_rep_c84507|m.56273	Starch and sucrose metabolism	00500	3.1.1.11
default-0_rep_c84507|m.56273	Pentose and glucuronate interconversions	00040	3.1.1.11
default-0_rep_c70575|m.46864	Pantothenate and CoA biosynthesis	00770	1.1.1.86
default-0_rep_c70575|m.46864	Valine, leucine and isoleucine biosynthesis	00290	1.1.1.86
default-0_rep_c52819|m.36294	Oxidative phosphorylation	00190	3.6.1.1
default-0_rep_c3554|m.3111	Carbon fixation pathways in prokaryotes	00720	1.3.5.1
default-0_rep_c3554|m.3111	Oxidative phosphorylation	00190	1.3.5.1
default-0_rep_c3554|m.3111	Citrate cycle (TCA cycle)	00020	1.3.5.1
default-0_rep_c3554|m.3111	Butanoate metabolism	00650	1.3.5.1
default-0_c88850|m.58448	Lipoic acid metabolism	00785	2.8.1.8
default-0_rep_c92854|m.60161	Purine metabolism	00230	3.5.3.26
default-0_rep_c98605|m.62581	Cysteine and methionine metabolism	00270	2.1.1.14
default-0_rep_c98605|m.62581	Selenocompound metabolism	00450	2.1.1.14
default-0_rep_c112193|m.69251	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_rep_c111013|m.68721	Amino sugar and nucleotide sugar metabolism	00520	3.2.1.14
default-0_rep_c301|m.335	Phenylalanine, tyrosine and tryptophan biosynthesis	00400	1.1.1.25
default-0_rep_c301|m.335	Phenylalanine, tyrosine and tryptophan biosynthesis	00400	4.2.1.10
default-0_c22671|m.17610	Phenylalanine, tyrosine and tryptophan biosynthesis	00400	4.2.3.5
default-0_rep_c59621|m.40849	Photosynthesis	00195	3.6.3.14
default-0_rep_c59621|m.40849	Oxidative phosphorylation	00190	3.6.3.14
default-0_c25389|m.19453	Biotin metabolism	00780	2.8.1.6
default-0_rep_c28636|m.21422	Phenylalanine, tyrosine and tryptophan biosynthesis	00400	4.2.3.4
default-0_c82237|m.55047	N-Glycan biosynthesis	00510	2.4.1.258
default-0_c82237|m.55047	Various types of N-glycan biosynthesis	00513	2.4.1.258
default-0_rep_c45647|m.31657	Cyanoamino acid metabolism	00460	2.1.2.1
default-0_rep_c45647|m.31657	Glyoxylate and dicarboxylate metabolism	00630	2.1.2.1
default-0_rep_c45647|m.31657	Glycine, serine and threonine metabolism	00260	2.1.2.1
default-0_rep_c45647|m.31657	Methane metabolism	00680	2.1.2.1
