#gene_id	#GO_term	#Description
default-0_rep_c8041|m.6874	GO:0005506	iron ion binding
default-0_rep_c8041|m.6874	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
default-0_rep_c8041|m.6874	GO:0020037	heme binding
default-0_rep_c33008|m.23892	GO:0043531	ADP binding
default-0_rep_c104309|m.64949	GO:0005524	ATP binding
default-0_c25610|m.19619	GO:0005488	binding
default-0_rep_c85963|m.57064	GO:0016491	oxidoreductase activity
default-0_rep_c58580|m.40191	GO:0016820	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances
default-0_rep_c18408|m.14587	GO:0000287	magnesium ion binding
default-0_rep_c18408|m.14587	GO:0016984	ribulose-bisphosphate carboxylase activity
default-0_rep_c55155|m.37893	GO:0003899	DNA-directed RNA polymerase activity
default-0_rep_c55155|m.37893	GO:0046983	protein dimerization activity
default-0_rep_c55155|m.37893	GO:0003677	DNA binding
default-0_rep_c47507|m.32922	GO:0005515	protein binding
default-0_rep_c22560|m.17535	GO:0003746	translation elongation factor activity
default-0_rep_c47774|m.33094	GO:0005215	transporter activity
default-0_rep_c98799|m.62676	GO:0004252	serine-type endopeptidase activity
default-0_c34226|m.24523	GO:0051287	NAD binding
default-0_c34226|m.24523	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
default-0_c79200|m.53259	GO:0004190	aspartic-type endopeptidase activity
default-0_c5600|m.4895	GO:0008270	zinc ion binding
default-0_c5600|m.4895	GO:0005515	protein binding
default-0_rep_c69310|m.46306	GO:0003677	DNA binding
default-0_rep_c69310|m.46306	GO:0046982	protein heterodimerization activity
default-0_rep_c26848|m.20406	GO:0051287	NAD binding
default-0_rep_c26848|m.20406	GO:0048038	quinone binding
default-0_rep_c26848|m.20406	GO:0016651	oxidoreductase activity, acting on NAD(P)H
default-0_rep_c95732|m.61495	GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity
default-0_rep_c95732|m.61495	GO:0008270	zinc ion binding
default-0_rep_c7919|m.6780	GO:0005525	GTP binding
default-0_rep_c93915|m.60643	GO:0005524	ATP binding
default-0_rep_c93915|m.60643	GO:0046961	proton-transporting ATPase activity, rotational mechanism
default-0_rep_c93915|m.60643	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism
default-0_c29825|m.22161	GO:0004497	monooxygenase activity
default-0_c29825|m.22161	GO:0005506	iron ion binding
default-0_c29825|m.22161	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
default-0_c29825|m.22161	GO:0020037	heme binding
default-0_rep_c35178|m.25014	GO:0005524	ATP binding
default-0_rep_c1668|m.1438	GO:0003993	acid phosphatase activity
default-0_c53986|m.37077	GO:0016866	intramolecular transferase activity
default-0_rep_c45843|m.31785	GO:0005215	transporter activity
default-0_rep_c4773|m.4215	GO:0003735	structural constituent of ribosome
default-0_c10936|m.9124	GO:0005525	GTP binding
default-0_c72461|m.48559	GO:0015297	antiporter activity
default-0_c72461|m.48559	GO:0015238	drug transmembrane transporter activity
default-0_c72461|m.48558	GO:0015297	antiporter activity
default-0_c72461|m.48558	GO:0015238	drug transmembrane transporter activity
default-0_rep_c58051|m.39878	GO:0017150	tRNA dihydrouridine synthase activity
default-0_rep_c58051|m.39878	GO:0003824	catalytic activity
default-0_rep_c58051|m.39878	GO:0050660	flavin adenine dinucleotide binding
default-0_rep_c57182|m.39300	GO:0008792	arginine decarboxylase activity
default-0_rep_c57182|m.39300	GO:0003824	catalytic activity
default-0_c107769|m.66797	GO:0003690	double-stranded DNA binding
default-0_rep_c59054|m.40504	GO:0003824	catalytic activity
default-0_rep_c59054|m.40504	GO:0030246	carbohydrate binding
default-0_rep_c21259|m.16639	GO:0005471	ATP:ADP antiporter activity
default-0_rep_c21259|m.16639	GO:0005524	ATP binding
default-0_c70627|m.46912	GO:0005515	protein binding
default-0_rep_c45407|m.31479	GO:0051082	unfolded protein binding
default-0_rep_c45407|m.31479	GO:0005524	ATP binding
default-0_rep_c86169|m.57153	GO:0003677	DNA binding
default-0_c74554|m.50195	GO:0016853	isomerase activity
default-0_c33740|m.24267	GO:0004560	alpha-L-fucosidase activity
default-0_rep_c6305|m.5467	GO:0003824	catalytic activity
default-0_c13324|m.10885	GO:0016820	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances
default-0_c13324|m.10885	GO:0020037	heme binding
default-0_c13324|m.10885	GO:0005488	binding
default-0_c13324|m.10885	GO:0046961	proton-transporting ATPase activity, rotational mechanism
default-0_rep_c17585|m.13992	GO:0003676	nucleic acid binding
default-0_rep_c38726|m.26987	GO:0003735	structural constituent of ribosome
default-0_rep_c42998|m.29580	GO:0003735	structural constituent of ribosome
default-0_c14854|m.12005	GO:0004252	serine-type endopeptidase activity
default-0_c14854|m.12005	GO:0005515	protein binding
default-0_rep_c86057|m.57106	GO:0005507	copper ion binding
default-0_rep_c86057|m.57106	GO:0016491	oxidoreductase activity
default-0_c80423|m.54042	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_rep_c90500|m.59149	GO:0051082	unfolded protein binding
default-0_rep_c90500|m.59149	GO:0005524	ATP binding
default-0_c74025|m.49792	GO:0008168	methyltransferase activity
default-0_rep_c34701|m.24757	GO:0003735	structural constituent of ribosome
default-0_rep_c60355|m.41338	GO:0019904	protein domain specific binding
default-0_c71200|m.47433	GO:0005515	protein binding
default-0_rep_c56898|m.39117	GO:0004175	endopeptidase activity
default-0_rep_c56898|m.39117	GO:0004298	threonine-type endopeptidase activity
default-0_rep_c35386|m.25111	GO:0003924	GTPase activity
default-0_rep_c113859|m.70141	GO:0020037	heme binding
default-0_rep_c113859|m.70141	GO:0009055	electron carrier activity
default-0_rep_c30182|m.22383	GO:0016491	oxidoreductase activity
default-0_rep_c37573|m.26334	GO:0003924	GTPase activity
default-0_rep_c37573|m.26334	GO:0005525	GTP binding
default-0_c98579|m.62569	GO:0003723	RNA binding
default-0_c98579|m.62569	GO:0005488	binding
default-0_rep_c20803|m.16360	GO:0004175	endopeptidase activity
default-0_rep_c20803|m.16360	GO:0004298	threonine-type endopeptidase activity
default-0_rep_c8109|m.6933	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
default-0_rep_c61378|m.41966	GO:0005507	copper ion binding
default-0_rep_c61378|m.41966	GO:0016491	oxidoreductase activity
default-0_rep_c55228|m.37949	GO:0005509	calcium ion binding
default-0_rep_c16445|m.13200	GO:0005515	protein binding
default-0_rep_c104458|m.65010	GO:0016491	oxidoreductase activity
default-0_rep_c36229|m.25572	GO:0005525	GTP binding
default-0_rep_c98736|m.62643	GO:0005515	protein binding
default-0_c33065|m.23922	GO:0008107	galactoside 2-alpha-L-fucosyltransferase activity
default-0_rep_c60845|m.41657	GO:0003735	structural constituent of ribosome
default-0_rep_c60845|m.41657	GO:0003723	RNA binding
default-0_rep_c33814|m.24310	GO:0008378	galactosyltransferase activity
default-0_rep_c33814|m.24310	GO:0030246	carbohydrate binding
default-0_rep_c46005|m.31896	GO:0005515	protein binding
default-0_rep_c47794|m.33110	GO:0005515	protein binding
default-0_rep_c52802|m.36281	GO:0046982	protein heterodimerization activity
default-0_rep_c52802|m.36281	GO:0003677	DNA binding
default-0_rep_c96587|m.61873	GO:0003676	nucleic acid binding
default-0_rep_c75399|m.50803	GO:0005524	ATP binding
default-0_rep_c75399|m.50803	GO:0004672	protein kinase activity
default-0_rep_c115910|m.71263	GO:0016787	hydrolase activity
default-0_rep_c26508|m.20198	GO:0016491	oxidoreductase activity
default-0_rep_c25010|m.19192	GO:0003824	catalytic activity
default-0_rep_c25010|m.19192	GO:0050662	coenzyme binding
default-0_c23861|m.18393	GO:0016798	hydrolase activity, acting on glycosyl bonds
default-0_dn_rep_c59488|m.40760	GO:0046982	protein heterodimerization activity
default-0_dn_rep_c59488|m.40760	GO:0003677	DNA binding
default-0_rep_c62231|m.42478	GO:0005507	copper ion binding
default-0_rep_c62231|m.42478	GO:0009055	electron carrier activity
default-0_rep_c74771|m.50362	GO:0005515	protein binding
default-0_rep_c74771|m.50362	GO:0005509	calcium ion binding
default-0_rep_c74771|m.50362	GO:0051082	unfolded protein binding
default-0_rep_c31742|m.23195	GO:0046982	protein heterodimerization activity
default-0_rep_c31742|m.23195	GO:0003677	DNA binding
default-0_c106043|m.65728	GO:0005507	copper ion binding
default-0_rep_c29934|m.22228	GO:0008270	zinc ion binding
default-0_rep_c29934|m.22228	GO:0005515	protein binding
default-0_rep_c29934|m.22228	GO:0004842	ubiquitin-protein transferase activity
default-0_rep_c46594|m.32289	GO:0016788	hydrolase activity, acting on ester bonds
default-0_c85576|m.56839	GO:0017056	structural constituent of nuclear pore
default-0_rep_c44525|m.30822	GO:0008080	N-acetyltransferase activity
default-0_rep_c107291|m.66468	GO:0048037	cofactor binding
default-0_rep_c29070|m.21685	GO:0046872	metal ion binding
default-0_rep_c29070|m.21685	GO:0051745	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity
default-0_c103195|m.64469	GO:0005488	binding
default-0_c6452|m.5604	GO:0005515	protein binding
default-0_rep_c113100|m.69719	GO:0003735	structural constituent of ribosome
default-0_c4648|m.4112	GO:0008234	cysteine-type peptidase activity
default-0_rep_c55846|m.38414	GO:0047262	polygalacturonate 4-alpha-galacturonosyltransferase activity
default-0_rep_c55846|m.38414	GO:0016757	transferase activity, transferring glycosyl groups
default-0_dn_rep_c25284|m.19376	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
default-0_rep_c32455|m.23589	GO:0017069	snRNA binding
default-0_rep_c80438|m.54047	GO:0016491	oxidoreductase activity
default-0_c23705|m.18284	GO:0008374	O-acyltransferase activity
default-0_rep_c71252|m.47483	GO:0003824	catalytic activity
default-0_rep_c71252|m.47483	GO:0004743	pyruvate kinase activity
default-0_rep_c71252|m.47483	GO:0000287	magnesium ion binding
default-0_rep_c71252|m.47483	GO:0030955	potassium ion binding
default-0_rep_c26370|m.20087	GO:0005524	ATP binding
default-0_rep_c26370|m.20087	GO:0004672	protein kinase activity
default-0_rep_c57559|m.39542	GO:0003677	DNA binding
default-0_rep_c42885|m.29478	GO:0005506	iron ion binding
default-0_rep_c42885|m.29478	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
default-0_rep_c42885|m.29478	GO:0020037	heme binding
default-0_c16045|m.12904	GO:0008483	transaminase activity
default-0_c16045|m.12904	GO:0030170	pyridoxal phosphate binding
default-0_c16045|m.12904	GO:0003824	catalytic activity
default-0_rep_c108711|m.67413	GO:0003676	nucleic acid binding
default-0_rep_c108711|m.67413	GO:0000166	nucleotide binding
default-0_rep_c109663|m.67999	GO:0003735	structural constituent of ribosome
default-0_rep_c109663|m.67999	GO:0008097	5S rRNA binding
default-0_rep_c11894|m.9839	GO:0005515	protein binding
default-0_rep_c32886|m.23831	GO:0004478	methionine adenosyltransferase activity
default-0_rep_c32886|m.23831	GO:0005524	ATP binding
default-0_rep_c42803|m.29401	GO:0003824	catalytic activity
default-0_rep_c42803|m.29401	GO:0004421	hydroxymethylglutaryl-CoA synthase activity
default-0_rep_c51706|m.35645	GO:0018738	S-formylglutathione hydrolase activity
default-0_c50361|m.34833	GO:0051287	NAD binding
default-0_rep_c51959|m.35794	GO:0005525	GTP binding
default-0_rep_c95804|m.61513	GO:0003824	catalytic activity
default-0_rep_c95804|m.61513	GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity
default-0_rep_c20272|m.16009	GO:0015299	solute:proton antiporter activity
default-0_rep_c57839|m.39730	GO:0003735	structural constituent of ribosome
default-0_rep_c57839|m.39730	GO:0005515	protein binding
default-0_rep_c115860|m.71234	GO:0004190	aspartic-type endopeptidase activity
default-0_rep_c19213|m.15189	GO:0005515	protein binding
default-0_c73953|m.49742	GO:0005524	ATP binding
default-0_c73953|m.49742	GO:0004672	protein kinase activity
default-0_rep_c35302|m.25075	GO:0005215	transporter activity
default-0_rep_c26560|m.20237	GO:0003735	structural constituent of ribosome
default-0_rep_c13077|m.10708	GO:0003676	nucleic acid binding
default-0_rep_c13077|m.10708	GO:0000166	nucleotide binding
default-0_rep_c53325|m.36647	GO:0003824	catalytic activity
default-0_rep_c42718|m.29334	GO:0003735	structural constituent of ribosome
default-0_rep_c39327|m.27341	GO:0003735	structural constituent of ribosome
default-0_rep_c20183|m.15944	GO:0051082	unfolded protein binding
default-0_rep_c20183|m.15944	GO:0005524	ATP binding
default-0_c7841|m.6714	GO:0004418	hydroxymethylbilane synthase activity
default-0_rep_c104787|m.65167	GO:0003735	structural constituent of ribosome
default-0_c87533|m.57883	GO:0046872	metal ion binding
default-0_rep_c87481|m.57848	GO:0004185	serine-type carboxypeptidase activity
default-0_c102146|m.64047	GO:0004560	alpha-L-fucosidase activity
default-0_rep_c94958|m.61120	GO:0004097	catechol oxidase activity
default-0_c74762|m.50352	GO:0005524	ATP binding
default-0_c74762|m.50352	GO:0004672	protein kinase activity
default-0_rep_c52955|m.36381	GO:0016787	hydrolase activity
default-0_c106060|m.65740	GO:0003824	catalytic activity
default-0_rep_c25889|m.19787	GO:0003735	structural constituent of ribosome
default-0_c13491|m.11024	GO:0005484	SNAP receptor activity
default-0_c13491|m.11024	GO:0005515	protein binding
default-0_rep_c2496|m.2199	GO:0005524	ATP binding
default-0_rep_c100746|m.63439	GO:0046872	metal ion binding
default-0_dn_rep_c59984|m.41078	GO:0016757	transferase activity, transferring glycosyl groups
default-0_rep_c106647|m.66023	GO:0004812	aminoacyl-tRNA ligase activity
default-0_rep_c106647|m.66023	GO:0005524	ATP binding
default-0_rep_c106647|m.66023	GO:0000166	nucleotide binding
default-0_rep_c72246|m.48383	GO:0004144	diacylglycerol O-acyltransferase activity
default-0_rep_c32476|m.23601	GO:0005515	protein binding
default-0_rep_c37818|m.26471	GO:0004824	lysine-tRNA ligase activity
default-0_rep_c37818|m.26471	GO:0004812	aminoacyl-tRNA ligase activity
default-0_rep_c37818|m.26471	GO:0000166	nucleotide binding
default-0_rep_c37818|m.26471	GO:0005524	ATP binding
default-0_rep_c110319|m.68367	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups
default-0_rep_c51434|m.35481	GO:0004497	monooxygenase activity
default-0_rep_c51434|m.35481	GO:0005506	iron ion binding
default-0_rep_c51434|m.35481	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
default-0_rep_c51434|m.35481	GO:0020037	heme binding
default-0_c45239|m.31360	GO:0005515	protein binding
default-0_rep_c58888|m.40388	GO:0003735	structural constituent of ribosome
default-0_rep_c58888|m.40388	GO:0003723	RNA binding
default-0_rep_c42107|m.28949	GO:0005524	ATP binding
default-0_rep_c33819|m.24313	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_rep_c53697|m.36890	GO:0003746	translation elongation factor activity
default-0_rep_c48514|m.33593	GO:0003735	structural constituent of ribosome
default-0_c87957|m.58089	GO:0015299	solute:proton antiporter activity
default-0_rep_c65229|m.44261	GO:0008137	NADH dehydrogenase (ubiquinone) activity
default-0_rep_c65229|m.44261	GO:0003954	NADH dehydrogenase activity
default-0_c92973|m.60215	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
default-0_c92973|m.60215	GO:0016491	oxidoreductase activity
default-0_c37780|m.26453	GO:0016887	ATPase activity
default-0_c37780|m.26453	GO:0005524	ATP binding
default-0_rep_c12901|m.10567	GO:0005215	transporter activity
default-0_rep_c277|m.312	GO:0005215	transporter activity
default-0_rep_c40727|m.28138	GO:0016757	transferase activity, transferring glycosyl groups
default-0_rep_c40978|m.28303	GO:0010333	terpene synthase activity
default-0_rep_c40978|m.28303	GO:0000287	magnesium ion binding
default-0_rep_c40978|m.28303	GO:0016829	lyase activity
default-0_rep_c5552|m.4848	GO:0003924	GTPase activity
default-0_rep_c5552|m.4848	GO:0005525	GTP binding
default-0_rep_c113104|m.69721	GO:0003735	structural constituent of ribosome
default-0_rep_c13330|m.10888	GO:0004523	RNA-DNA hybrid ribonuclease activity
default-0_rep_c13330|m.10888	GO:0003676	nucleic acid binding
default-0_c23584|m.18209	GO:0003676	nucleic acid binding
default-0_rep_c44302|m.30642	GO:0005215	transporter activity
default-0_rep_c49891|m.34556	GO:0005215	transporter activity
default-0_rep_c33991|m.24397	GO:0008017	microtubule binding
default-0_c25898|m.19792	GO:0008270	zinc ion binding
default-0_c25898|m.19792	GO:0016491	oxidoreductase activity
default-0_c25420|m.19482	GO:0008428	ribonuclease inhibitor activity
default-0_rep_c105249|m.65373	GO:0003700	transcription factor activity, sequence-specific DNA binding
default-0_rep_c102729|m.64279	GO:0003677	DNA binding
default-0_rep_c102729|m.64279	GO:0046982	protein heterodimerization activity
default-0_rep_c43088|m.29652	GO:0008233	peptidase activity
default-0_c2206|m.1918	GO:0003824	catalytic activity
default-0_c11855|m.9808	GO:0005515	protein binding
default-0_c102934|m.64365	GO:0003677	DNA binding
default-0_rep_c494|m.526	GO:0003735	structural constituent of ribosome
default-0_rep_c494|m.526	GO:0003723	RNA binding
default-0_rep_c32474|m.23600	GO:0031625	ubiquitin protein ligase binding
default-0_c88676|m.58362	GO:0005198	structural molecule activity
default-0_c88676|m.58362	GO:0005515	protein binding
default-0_rep_c52293|m.35986	GO:0004594	pantothenate kinase activity
default-0_rep_c52293|m.35986	GO:0005524	ATP binding
default-0_rep_c74192|m.49902	GO:0005515	protein binding
default-0_rep_c74192|m.49902	GO:0005509	calcium ion binding
default-0_rep_c74192|m.49902	GO:0051082	unfolded protein binding
default-0_rep_c50567|m.34947	GO:0003735	structural constituent of ribosome
default-0_c74533|m.50178	GO:0005524	ATP binding
default-0_c74533|m.50178	GO:0004672	protein kinase activity
default-0_rep_c60739|m.41601	GO:0003735	structural constituent of ribosome
default-0_dn_rep_c24042|m.18516	GO:0046982	protein heterodimerization activity
default-0_dn_rep_c24042|m.18516	GO:0003677	DNA binding
default-0_rep_c40449|m.27968	GO:0003723	RNA binding
default-0_c102303|m.64124	GO:0046912	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer
default-0_rep_c5581|m.4878	GO:0047750	cholestenol delta-isomerase activity
default-0_rep_c29197|m.21774	GO:0004061	arylformamidase activity
default-0_rep_c54862|m.37669	GO:0017057	6-phosphogluconolactonase activity
default-0_rep_c3652|m.3212	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
default-0_c3886|m.3404	GO:0017069	snRNA binding
default-0_c3886|m.3404	GO:0003676	nucleic acid binding
default-0_c3886|m.3404	GO:0000166	nucleotide binding
default-0_rep_c20375|m.16098	GO:0046872	metal ion binding
default-0_rep_c49615|m.34367	GO:0016787	hydrolase activity
default-0_c778|m.731	GO:0050660	flavin adenine dinucleotide binding
default-0_c778|m.731	GO:0016491	oxidoreductase activity
default-0_c75589|m.50925	GO:0003777	microtubule motor activity
default-0_c27597|m.20826	GO:0004871	signal transducer activity
default-0_rep_c55075|m.37829	GO:0003735	structural constituent of ribosome
default-0_rep_c55075|m.37829	GO:0019843	rRNA binding
default-0_c22715|m.17638	GO:0004722	protein serine/threonine phosphatase activity
default-0_c22715|m.17638	GO:0003824	catalytic activity
default-0_c83459|m.55699	GO:0008378	galactosyltransferase activity
default-0_c25043|m.19215	GO:0005524	ATP binding
default-0_c25043|m.19215	GO:0004672	protein kinase activity
default-0_rep_c55655|m.38281	GO:0004743	pyruvate kinase activity
default-0_rep_c55655|m.38281	GO:0000287	magnesium ion binding
default-0_rep_c55655|m.38281	GO:0030955	potassium ion binding
default-0_c109928|m.68144	GO:0008889	glycerophosphodiester phosphodiesterase activity
default-0_c109928|m.68144	GO:0008081	phosphoric diester hydrolase activity
default-0_rep_c12538|m.10314	GO:0003779	actin binding
default-0_rep_c102511|m.64205	GO:0005524	ATP binding
default-0_rep_c102511|m.64205	GO:0004017	adenylate kinase activity
default-0_rep_c102511|m.64205	GO:0019205	nucleobase-containing compound kinase activity
default-0_rep_c113703|m.70040	GO:0008270	zinc ion binding
default-0_rep_c113703|m.70040	GO:0016491	oxidoreductase activity
default-0_rep_c29036|m.21660	GO:0008378	galactosyltransferase activity
default-0_rep_c29036|m.21660	GO:0030246	carbohydrate binding
default-0_c109640|m.67985	GO:0016887	ATPase activity
default-0_c109640|m.67985	GO:0005524	ATP binding
default-0_c10047|m.8451	GO:0005506	iron ion binding
default-0_c10047|m.8451	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
default-0_c10047|m.8451	GO:0020037	heme binding
default-0_c75964|m.51170	GO:0005515	protein binding
default-0_c108172|m.67073	GO:0016491	oxidoreductase activity
default-0_c32448|m.23586	GO:0016758	transferase activity, transferring hexosyl groups
default-0_rep_c34147|m.24476	GO:0051536	iron-sulfur cluster binding
default-0_rep_c34147|m.24476	GO:0051537	2 iron, 2 sulfur cluster binding
default-0_rep_c34147|m.24476	GO:0009055	electron carrier activity
default-0_c36364|m.25643	GO:0005515	protein binding
default-0_c36364|m.25645	GO:0005515	protein binding
default-0_rep_c712|m.680	GO:0016872	intramolecular lyase activity
default-0_rep_c712|m.680	GO:0045430	chalcone isomerase activity
default-0_rep_c8235|m.7045	GO:0005525	GTP binding
default-0_c43919|m.30338	GO:0005515	protein binding
default-0_rep_c66566|m.45015	GO:0003735	structural constituent of ribosome
default-0_rep_c65328|m.44320	GO:0003735	structural constituent of ribosome
default-0_rep_c9742|m.8206	GO:0003700	transcription factor activity, sequence-specific DNA binding
default-0_rep_c7134|m.6157	GO:0003779	actin binding
default-0_rep_c7134|m.6157	GO:0051015	actin filament binding
default-0_rep_c100783|m.63454	GO:0003735	structural constituent of ribosome
default-0_rep_c29226|m.21790	GO:0016757	transferase activity, transferring glycosyl groups
default-0_rep_c67687|m.45601	GO:0016491	oxidoreductase activity
default-0_rep_c67532|m.45528	GO:0003735	structural constituent of ribosome
default-0_rep_c85028|m.56563	GO:0004672	protein kinase activity
default-0_rep_c62358|m.42561	GO:0005525	GTP binding
default-0_rep_c21535|m.16863	GO:0005524	ATP binding
default-0_rep_c21535|m.16863	GO:0004672	protein kinase activity
default-0_c12651|m.10395	GO:0005525	GTP binding
default-0_rep_c65373|m.44340	GO:0005525	GTP binding
default-0_c91976|m.59784	GO:0003677	DNA binding
default-0_rep_c65079|m.44162	GO:0008270	zinc ion binding
default-0_rep_c65079|m.44162	GO:0003676	nucleic acid binding
default-0_rep_c26977|m.20474	GO:0003735	structural constituent of ribosome
default-0_c12056|m.9969	GO:0008080	N-acetyltransferase activity
default-0_rep_c81040|m.54396	GO:0005515	protein binding
default-0_rep_c42465|m.29177	GO:0016758	transferase activity, transferring hexosyl groups
default-0_rep_c9240|m.7815	GO:0051537	2 iron, 2 sulfur cluster binding
default-0_rep_c78450|m.52784	GO:0005215	transporter activity
default-0_c14861|m.12011	GO:0000150	recombinase activity
default-0_c14861|m.12011	GO:0003677	DNA binding
default-0_c116005|m.71315	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
default-0_c116005|m.71315	GO:0003824	catalytic activity
default-0_c116005|m.71315	GO:0016491	oxidoreductase activity
default-0_rep_c60071|m.41139	GO:0003676	nucleic acid binding
default-0_rep_c60071|m.41139	GO:0000166	nucleotide binding
default-0_rep_c47395|m.32853	GO:0046961	proton-transporting ATPase activity, rotational mechanism
default-0_rep_c47395|m.32853	GO:0005524	ATP binding
default-0_rep_c47395|m.32853	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism
default-0_rep_c74523|m.50162	GO:0004568	chitinase activity
default-0_c78166|m.52582	GO:0008408	3'-5' exonuclease activity
default-0_c78166|m.52582	GO:0003676	nucleic acid binding
default-0_c113102|m.69720	GO:0005515	protein binding
default-0_rep_c192|m.228	GO:0003824	catalytic activity
default-0_rep_c192|m.228	GO:0016746	transferase activity, transferring acyl groups
default-0_rep_c874|m.807	GO:0046912	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer
default-0_rep_c32140|m.23409	GO:0016491	oxidoreductase activity
default-0_rep_c115106|m.70867	GO:0003735	structural constituent of ribosome
default-0_c38090|m.26613	GO:0005515	protein binding
default-0_rep_c41020|m.28325	GO:0005215	transporter activity
default-0_rep_c104289|m.64939	GO:0008270	zinc ion binding
default-0_rep_c104289|m.64939	GO:0016491	oxidoreductase activity
default-0_rep_c6723|m.5824	GO:0003735	structural constituent of ribosome
default-0_rep_c13470|m.11014	GO:0005215	transporter activity
default-0_rep_c44285|m.30625	GO:0016872	intramolecular lyase activity
default-0_rep_c44285|m.30625	GO:0045430	chalcone isomerase activity
default-0_c100900|m.63509	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups
default-0_c35728|m.25287	GO:0016887	ATPase activity
default-0_c35728|m.25287	GO:0005524	ATP binding
default-0_c86589|m.57382	GO:0016887	ATPase activity
default-0_c86589|m.57382	GO:0005524	ATP binding
default-0_c73482|m.49385	GO:0015297	antiporter activity
default-0_c73482|m.49385	GO:0015238	drug transmembrane transporter activity
default-0_rep_c13863|m.11307	GO:0019199	transmembrane receptor protein kinase activity
default-0_c103479|m.64577	GO:0003824	catalytic activity
default-0_rep_c65742|m.44550	GO:0046982	protein heterodimerization activity
default-0_rep_c65742|m.44550	GO:0003677	DNA binding
default-0_rep_c107501|m.66608	GO:0016787	hydrolase activity
default-0_rep_c38047|m.26586	GO:0005200	structural constituent of cytoskeleton
default-0_rep_c38047|m.26586	GO:0003924	GTPase activity
default-0_rep_c38047|m.26586	GO:0005525	GTP binding
default-0_rep_c64785|m.43992	GO:0031072	heat shock protein binding
default-0_rep_c64785|m.43992	GO:0051082	unfolded protein binding
default-0_c94313|m.60836	GO:0008270	zinc ion binding
default-0_c94313|m.60836	GO:0016491	oxidoreductase activity
default-0_rep_c92331|m.59950	GO:0005525	GTP binding
default-0_rep_c50161|m.34708	GO:0003746	translation elongation factor activity
default-0_rep_c75549|m.50901	GO:0003824	catalytic activity
default-0_rep_c75549|m.50901	GO:0008964	phosphoenolpyruvate carboxylase activity
default-0_rep_c81201|m.54481	GO:0003735	structural constituent of ribosome
default-0_c44405|m.30728	GO:0003824	catalytic activity
default-0_c44405|m.30728	GO:0008242	omega peptidase activity
default-0_rep_c39806|m.27617	GO:0016491	oxidoreductase activity
default-0_rep_c72982|m.48978	GO:0003735	structural constituent of ribosome
default-0_rep_c101947|m.63968	GO:0005507	copper ion binding
default-0_c22830|m.17703	GO:0016758	transferase activity, transferring hexosyl groups
default-0_rep_c41735|m.28722	GO:0016758	transferase activity, transferring hexosyl groups
default-0_rep_c4208|m.3698	GO:0004185	serine-type carboxypeptidase activity
default-0_c83563|m.55774	GO:0004252	serine-type endopeptidase activity
default-0_rep_c81931|m.54887	GO:0005524	ATP binding
default-0_rep_c81931|m.54887	GO:0004672	protein kinase activity
default-0_rep_c83709|m.55862	GO:0005544	calcium-dependent phospholipid binding
default-0_rep_c83709|m.55862	GO:0005509	calcium ion binding
default-0_c83563|m.55773	GO:0004252	serine-type endopeptidase activity
default-0_dn_rep_c55175|m.37907	GO:0004601	peroxidase activity
default-0_dn_rep_c55175|m.37907	GO:0020037	heme binding
default-0_rep_c47401|m.32855	GO:0003924	GTPase activity
default-0_rep_c47401|m.32855	GO:0005525	GTP binding
default-0_rep_c51394|m.35447	GO:0005509	calcium ion binding
default-0_rep_c79087|m.53198	GO:0005524	ATP binding
default-0_rep_c79087|m.53198	GO:0004672	protein kinase activity
default-0_rep_c37501|m.26297	GO:0003677	DNA binding
default-0_rep_c15030|m.12129	GO:0020037	heme binding
default-0_rep_c15030|m.12129	GO:0009055	electron carrier activity
default-0_rep_c4632|m.4097	GO:0003735	structural constituent of ribosome
