#gene_id	#GO_term	#Description
default-0_rep_c51436|m.35483	GO:0019773	proteasome core complex, alpha-subunit complex
default-0_rep_c72870|m.48891	GO:0005840	ribosome
default-0_dn_rep_c866|m.803	GO:0005874	microtubule
default-0_c108410|m.67219	GO:0005634	nucleus
default-0_c6028|m.5249	GO:0016021	integral component of membrane
default-0_rep_c55689|m.38306	GO:0005840	ribosome
default-0_rep_c55689|m.38306	GO:0005622	intracellular
default-0_rep_c50708|m.35050	GO:0005840	ribosome
default-0_rep_c45105|m.31256	GO:0005634	nucleus
default-0_rep_c45105|m.31256	GO:0000786	nucleosome
default-0_rep_c15961|m.12846	GO:0016020	membrane
default-0_rep_c44287|m.30626	GO:0005840	ribosome
default-0_rep_c44287|m.30626	GO:0005622	intracellular
default-0_c29628|m.22040	GO:0005737	cytoplasm
default-0_c86601|m.57392	GO:0016021	integral component of membrane
default-0_rep_c69478|m.46375	GO:0005634	nucleus
default-0_rep_c69478|m.46375	GO:0000786	nucleosome
default-0_rep_c1351|m.1186	GO:0005634	nucleus
default-0_rep_c1151|m.1022	GO:0000015	phosphopyruvate hydratase complex
default-0_rep_c4063|m.3575	GO:0031966	mitochondrial membrane
default-0_rep_c86431|m.57289	GO:0016020	membrane
default-0_rep_c22295|m.17361	GO:0016021	integral component of membrane
default-0_rep_c11075|m.9225	GO:0016020	membrane
default-0_rep_c61680|m.42163	GO:0016021	integral component of membrane
default-0_rep_c59124|m.40540	GO:0015934	large ribosomal subunit
default-0_rep_c59124|m.40540	GO:0005840	ribosome
default-0_rep_c59124|m.40540	GO:0005622	intracellular
default-0_rep_c55126|m.37864	GO:0005840	ribosome
default-0_rep_c55126|m.37864	GO:0005622	intracellular
default-0_rep_c50359|m.34830	GO:0030131	clathrin adaptor complex
default-0_rep_c6355|m.5516	GO:0000786	nucleosome
default-0_rep_c20189|m.15949	GO:0016020	membrane
default-0_rep_c20189|m.15949	GO:0005622	intracellular
default-0_rep_c52774|m.36261	GO:0005874	microtubule
default-0_c110943|m.68683	GO:0016021	integral component of membrane
default-0_dn_rep_c272|m.307	GO:0015934	large ribosomal subunit
default-0_dn_rep_c272|m.307	GO:0005840	ribosome
default-0_dn_rep_c272|m.307	GO:0005622	intracellular
default-0_rep_c105846|m.65615	GO:0016020	membrane
default-0_c52372|m.36029	GO:0005956	protein kinase CK2 complex
default-0_rep_c60936|m.41703	GO:0005840	ribosome
default-0_rep_c60936|m.41703	GO:0005622	intracellular
default-0_rep_c25327|m.19403	GO:0005874	microtubule
default-0_rep_c38388|m.26789	GO:0005840	ribosome
default-0_rep_c66472|m.44968	GO:0005634	nucleus
default-0_rep_c66472|m.44968	GO:0000786	nucleosome
default-0_rep_c49651|m.34391	GO:0016020	membrane
default-0_rep_c40562|m.28027	GO:0005840	ribosome
default-0_dn_rep_c42076|m.28931	GO:0000786	nucleosome
default-0_c4298|m.3780	GO:0016021	integral component of membrane
default-0_rep_c62720|m.42779	GO:0015935	small ribosomal subunit
default-0_rep_c62720|m.42779	GO:0005622	intracellular
default-0_rep_c64107|m.43588	GO:0005742	mitochondrial outer membrane translocase complex
default-0_rep_c18879|m.14948	GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)
default-0_rep_c112284|m.69288	GO:0016020	membrane
default-0_c32233|m.23466	GO:0016021	integral component of membrane
default-0_c106432|m.65900	GO:0000159	protein phosphatase type 2A complex
default-0_c47055|m.32606	GO:0016020	membrane
default-0_c47055|m.32606	GO:0005622	intracellular
default-0_rep_c116908|m.71781	GO:0033179	proton-transporting V-type ATPase, V0 domain
default-0_rep_c116908|m.71781	GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain
default-0_rep_c29274|m.21832	GO:0016020	membrane
default-0_rep_c16592|m.13303	GO:0016020	membrane
default-0_rep_c11080|m.9229	GO:0016021	integral component of membrane
default-0_rep_c4343|m.3825	GO:0015935	small ribosomal subunit
default-0_rep_c4343|m.3825	GO:0005840	ribosome
default-0_rep_c4343|m.3825	GO:0005622	intracellular
default-0_c76858|m.51743	GO:0030131	clathrin adaptor complex
default-0_c83976|m.55995	GO:0016020	membrane
default-0_rep_c78643|m.52900	GO:0005840	ribosome
default-0_rep_c78643|m.52900	GO:0005622	intracellular
default-0_rep_c78643|m.52900	GO:0015935	small ribosomal subunit
default-0_c72173|m.48330	GO:0016021	integral component of membrane
default-0_rep_c27510|m.20778	GO:0000786	nucleosome
default-0_rep_c49603|m.34361	GO:0015935	small ribosomal subunit
default-0_rep_c49603|m.34361	GO:0005840	ribosome
default-0_rep_c12924|m.10587	GO:0005840	ribosome
default-0_rep_c12924|m.10587	GO:0005622	intracellular
default-0_rep_c114349|m.70446	GO:0016021	integral component of membrane
default-0_rep_c37674|m.26391	GO:0005840	ribosome
default-0_rep_c17402|m.13857	GO:0009579	thylakoid
default-0_rep_c17402|m.13857	GO:0016021	integral component of membrane
default-0_rep_c17402|m.13857	GO:0009522	photosystem I
default-0_rep_c81877|m.54855	GO:0008352	katanin complex
default-0_rep_c114276|m.70406	GO:0005737	cytoplasm
default-0_rep_c13369|m.10919	GO:0005783	endoplasmic reticulum
default-0_c25395|m.19458	GO:0016021	integral component of membrane
default-0_c25395|m.19459	GO:0016021	integral component of membrane
default-0_rep_c30940|m.22812	GO:0015934	large ribosomal subunit
default-0_rep_c30940|m.22812	GO:0005840	ribosome
default-0_rep_c71064|m.47320	GO:0016021	integral component of membrane
default-0_rep_c20340|m.16069	GO:0005737	cytoplasm
default-0_rep_c14507|m.11767	GO:0005840	ribosome
default-0_rep_c14507|m.11767	GO:0005622	intracellular
default-0_rep_c49878|m.34546	GO:0005634	nucleus
default-0_rep_c110067|m.68220	GO:0005874	microtubule
default-0_rep_c113672|m.70031	GO:0005840	ribosome
default-0_rep_c113672|m.70031	GO:0005622	intracellular
default-0_c11934|m.9871	GO:0005618	cell wall
default-0_rep_c107898|m.66889	GO:0005634	nucleus
default-0_rep_c74691|m.50304	GO:0005840	ribosome
default-0_rep_c114672|m.70632	GO:0005839	proteasome core complex
default-0_rep_c58266|m.40028	GO:0005737	cytoplasm
default-0_rep_c58266|m.40028	GO:0005852	eukaryotic translation initiation factor 3 complex
default-0_rep_c61167|m.41839	GO:0005741	mitochondrial outer membrane
default-0_dn_rep_c534|m.569	GO:0000786	nucleosome
default-0_rep_c74212|m.49919	GO:0005634	nucleus
default-0_rep_c90902|m.59305	GO:0005634	nucleus
default-0_rep_c63609|m.43302	GO:0005840	ribosome
default-0_rep_c63609|m.43302	GO:0015934	large ribosomal subunit
default-0_rep_c63609|m.43302	GO:0005622	intracellular
default-0_dn_rep_c287|m.323	GO:0005840	ribosome
default-0_dn_rep_c287|m.323	GO:0005622	intracellular
default-0_rep_c16715|m.13392	GO:0005840	ribosome
default-0_rep_c16715|m.13392	GO:0005622	intracellular
default-0_rep_c27670|m.20874	GO:0016020	membrane
default-0_rep_c38310|m.26731	GO:0015934	large ribosomal subunit
default-0_rep_c38310|m.26731	GO:0005840	ribosome
default-0_rep_c38310|m.26731	GO:0005622	intracellular
default-0_rep_c61200|m.41859	GO:0005840	ribosome
default-0_rep_c62301|m.42522	GO:0005840	ribosome
default-0_rep_c62301|m.42522	GO:0005622	intracellular
default-0_rep_c6327|m.5489	GO:0016020	membrane
default-0_rep_c6327|m.5489	GO:0005622	intracellular
default-0_c108456|m.67248	GO:0005737	cytoplasm
default-0_rep_c105895|m.65643	GO:0005622	intracellular
default-0_rep_c105895|m.65643	GO:0005840	ribosome
default-0_rep_c3233|m.2837	GO:0005576	extracellular region
default-0_rep_c11756|m.9727	GO:0042555	MCM complex
default-0_c20952|m.16445	GO:0016021	integral component of membrane
default-0_rep_c55843|m.38412	GO:0005839	proteasome core complex
default-0_c91931|m.59756	GO:0005737	cytoplasm
default-0_rep_c48939|m.33900	GO:0009579	thylakoid
default-0_rep_c48939|m.33900	GO:0016021	integral component of membrane
default-0_rep_c48939|m.33900	GO:0009522	photosystem I
default-0_c10755|m.8977	GO:0005840	ribosome
default-0_c10755|m.8977	GO:0005622	intracellular
default-0_rep_c57277|m.39354	GO:0005840	ribosome
default-0_rep_c57277|m.39354	GO:0005622	intracellular
default-0_rep_c44139|m.30519	GO:0005576	extracellular region
default-0_rep_c47791|m.33109	GO:0005840	ribosome
default-0_rep_c47791|m.33109	GO:0005622	intracellular
default-0_rep_c57545|m.39528	GO:0016020	membrane
default-0_rep_c57545|m.39528	GO:0005622	intracellular
default-0_rep_c55002|m.37770	GO:0016020	membrane
default-0_rep_c66034|m.44716	GO:0005840	ribosome
default-0_rep_c11511|m.9538	GO:0016020	membrane
default-0_rep_c6362|m.5525	GO:0016020	membrane
default-0_rep_c12576|m.10342	GO:0016020	membrane
default-0_rep_c21897|m.17096	GO:0005783	endoplasmic reticulum
default-0_rep_c21897|m.17094	GO:0005783	endoplasmic reticulum
default-0_rep_c79213|m.53263	GO:0005840	ribosome
default-0_rep_c79213|m.53263	GO:0005622	intracellular
default-0_dn_rep_c159|m.190	GO:0016020	membrane
default-0_rep_c35395|m.25115	GO:0016020	membrane
default-0_rep_c63655|m.43323	GO:0016593	Cdc73/Paf1 complex
default-0_rep_c56569|m.38891	GO:0005840	ribosome
default-0_rep_c56569|m.38891	GO:0005622	intracellular
default-0_rep_c49983|m.34627	GO:0005622	intracellular
default-0_rep_c104506|m.65038	GO:0005840	ribosome
default-0_rep_c104506|m.65038	GO:0015935	small ribosomal subunit
default-0_rep_c269|m.304	GO:0016020	membrane
default-0_rep_c45027|m.31199	GO:0000786	nucleosome
default-0_rep_c97516|m.62202	GO:0016021	integral component of membrane
default-0_rep_c104961|m.65255	GO:0033179	proton-transporting V-type ATPase, V0 domain
default-0_rep_c104961|m.65255	GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain
default-0_c12577|m.10343	GO:0005643	nuclear pore
default-0_rep_c45347|m.31437	GO:0005840	ribosome
default-0_rep_c45347|m.31437	GO:0005622	intracellular
default-0_dn_rep_c25840|m.19761	GO:0005840	ribosome
default-0_dn_rep_c25840|m.19761	GO:0005622	intracellular
default-0_c56167|m.38645	GO:0016020	membrane
default-0_rep_c107454|m.66579	GO:0005840	ribosome
default-0_rep_c3009|m.2638	GO:0005874	microtubule
default-0_rep_c75626|m.50952	GO:0016020	membrane
default-0_rep_c29136|m.21729	GO:0005783	endoplasmic reticulum
default-0_rep_c75238|m.50694	GO:0016021	integral component of membrane
default-0_rep_c74452|m.50096	GO:0005634	nucleus
default-0_rep_c74452|m.50096	GO:0000786	nucleosome
default-0_rep_c51132|m.35311	GO:0031011	Ino80 complex
default-0_rep_c51132|m.35311	GO:0035267	NuA4 histone acetyltransferase complex
default-0_rep_c95176|m.61226	GO:0016020	membrane
default-0_c90887|m.59299	GO:0016021	integral component of membrane
default-0_c90887|m.59299	GO:0016020	membrane
default-0_rep_c95681|m.61464	GO:0005840	ribosome
default-0_rep_c12104|m.10001	GO:0005840	ribosome
default-0_rep_c12104|m.10001	GO:0005622	intracellular
default-0_c15118|m.12199	GO:0016021	integral component of membrane
default-0_rep_c72741|m.48796	GO:0005743	mitochondrial inner membrane
default-0_c106852|m.66165	GO:0005840	ribosome
default-0_c106852|m.66165	GO:0005622	intracellular
default-0_rep_c59739|m.40919	GO:0005783	endoplasmic reticulum
default-0_rep_c66326|m.44894	GO:0000786	nucleosome
default-0_rep_c43829|m.30269	GO:0005737	cytoplasm
default-0_rep_c52772|m.36257	GO:0016020	membrane
default-0_rep_c52772|m.36257	GO:0005622	intracellular
default-0_rep_c61281|m.41913	GO:0005622	intracellular
default-0_rep_c59046|m.40501	GO:0005840	ribosome
default-0_rep_c5640|m.4929	GO:0009317	acetyl-CoA carboxylase complex
default-0_rep_c206|m.245	GO:0016020	membrane
default-0_rep_c8802|m.7465	GO:0005737	cytoplasm
default-0_rep_c30460|m.22549	GO:0009579	thylakoid
default-0_rep_c30460|m.22549	GO:0016021	integral component of membrane
default-0_rep_c30460|m.22549	GO:0009522	photosystem I
default-0_c106743|m.66089	GO:0005801	cis-Golgi network
default-0_rep_c109052|m.67643	GO:0005840	ribosome
default-0_rep_c109052|m.67643	GO:0005622	intracellular
default-0_rep_c113955|m.70203	GO:0019898	extrinsic component of membrane
default-0_rep_c113955|m.70203	GO:0009654	photosystem II oxygen evolving complex
default-0_rep_c113955|m.70203	GO:0009523	photosystem II
default-0_rep_c48799|m.33792	GO:0005634	nucleus
default-0_rep_c48799|m.33792	GO:0000786	nucleosome
default-0_rep_c38475|m.26843	GO:0005840	ribosome
default-0_rep_c38475|m.26843	GO:0005622	intracellular
default-0_rep_c92827|m.60150	GO:0042765	GPI-anchor transamidase complex
default-0_rep_c41050|m.28340	GO:0005874	microtubule
default-0_rep_c54263|m.37255	GO:0016020	membrane
default-0_rep_c36049|m.25458	GO:0005840	ribosome
default-0_rep_c36049|m.25458	GO:0005622	intracellular
default-0_rep_c2161|m.1874	GO:0005743	mitochondrial inner membrane
default-0_rep_c2161|m.1874	GO:0005751	mitochondrial respiratory chain complex IV
default-0_rep_c116279|m.71476	GO:0016021	integral component of membrane
default-0_dn_rep_c66257|m.44848	GO:0000786	nucleosome
default-0_rep_c49357|m.34197	GO:0005840	ribosome
default-0_rep_c49357|m.34197	GO:0005622	intracellular
default-0_rep_c64365|m.43753	GO:0033179	proton-transporting V-type ATPase, V0 domain
default-0_rep_c64365|m.43753	GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain
default-0_rep_c24288|m.18708	GO:0030131	clathrin adaptor complex
default-0_rep_c24288|m.18708	GO:0030117	membrane coat
default-0_rep_c94590|m.60961	GO:0030529	intracellular ribonucleoprotein complex
default-0_dn_rep_c2137|m.1855	GO:0016020	membrane
default-0_rep_c2312|m.2020	GO:0005840	ribosome
default-0_rep_c2312|m.2020	GO:0005622	intracellular
default-0_rep_c28165|m.21143	GO:0016021	integral component of membrane
default-0_rep_c64050|m.43546	GO:0005840	ribosome
default-0_rep_c64050|m.43546	GO:0005622	intracellular
default-0_c71777|m.47985	GO:0005737	cytoplasm
default-0_rep_c59857|m.40990	GO:0005840	ribosome
default-0_rep_c45136|m.31279	GO:0005737	cytoplasm
default-0_rep_c6455|m.5606	GO:0005622	intracellular
default-0_rep_c5374|m.4718	GO:0005737	cytoplasm
default-0_rep_c5374|m.4718	GO:0005852	eukaryotic translation initiation factor 3 complex
default-0_dn_rep_c2350|m.2055	GO:0000786	nucleosome
default-0_rep_c65886|m.44638	GO:0005840	ribosome
default-0_rep_c65886|m.44638	GO:0005622	intracellular
default-0_rep_c467|m.500	GO:0005840	ribosome
default-0_rep_c467|m.500	GO:0005622	intracellular
default-0_c46135|m.31986	GO:0016021	integral component of membrane
default-0_rep_c74390|m.50049	GO:0000786	nucleosome
default-0_rep_c14143|m.11505	GO:0005622	intracellular
default-0_rep_c24799|m.19053	GO:0005840	ribosome
default-0_c2109|m.1833	GO:0016020	membrane
default-0_c2109|m.1833	GO:0005622	intracellular
default-0_rep_c68421|m.45927	GO:0005840	ribosome
default-0_rep_c68421|m.45927	GO:0005622	intracellular
default-0_c74846|m.50425	GO:0005737	cytoplasm
default-0_rep_c13558|m.11069	GO:0016020	membrane
default-0_dn_rep_c109|m.131	GO:0005840	ribosome
default-0_dn_rep_c109|m.131	GO:0005622	intracellular
default-0_rep_c55395|m.38078	GO:0005840	ribosome
default-0_rep_c55395|m.38078	GO:0005622	intracellular
default-0_rep_c48454|m.33557	GO:0005840	ribosome
default-0_rep_c48454|m.33557	GO:0005622	intracellular
default-0_rep_c56978|m.39174	GO:0016020	membrane
default-0_rep_c66325|m.44892	GO:0000786	nucleosome
default-0_rep_c26970|m.20468	GO:0005840	ribosome
default-0_rep_c26970|m.20468	GO:0005622	intracellular
default-0_rep_c66233|m.44835	GO:0005742	mitochondrial outer membrane translocase complex
default-0_rep_c48945|m.33905	GO:0005840	ribosome
default-0_rep_c48945|m.33905	GO:0005622	intracellular
default-0_rep_c9127|m.7714	GO:0033179	proton-transporting V-type ATPase, V0 domain
default-0_rep_c9127|m.7714	GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain
default-0_rep_c31191|m.22924	GO:0009507	chloroplast
default-0_rep_c74280|m.49965	GO:0016020	membrane
default-0_rep_c74280|m.49965	GO:0005622	intracellular
default-0_rep_c1790|m.1539	GO:0005840	ribosome
default-0_rep_c1790|m.1539	GO:0005622	intracellular
default-0_rep_c46116|m.31975	GO:0031966	mitochondrial membrane
default-0_rep_c56236|m.38698	GO:0005740	mitochondrial envelope
default-0_rep_c44838|m.31051	GO:0005840	ribosome
default-0_rep_c44838|m.31051	GO:0005622	intracellular
default-0_rep_c72144|m.48300	GO:0016021	integral component of membrane
default-0_c2266|m.1987	GO:0005634	nucleus
default-0_rep_c21138|m.16561	GO:0016020	membrane
default-0_rep_c65027|m.44137	GO:0009512	cytochrome b6f complex
default-0_rep_c42063|m.28919	GO:0016020	membrane
default-0_c52910|m.36343	GO:0005840	ribosome
default-0_rep_c63148|m.43038	GO:0005840	ribosome
default-0_rep_c5172|m.4560	GO:0005840	ribosome
default-0_rep_c94174|m.60762	GO:0009579	thylakoid
default-0_rep_c94174|m.60762	GO:0016021	integral component of membrane
default-0_rep_c94174|m.60762	GO:0009522	photosystem I
default-0_c89747|m.58833	GO:0016020	membrane
default-0_rep_c64772|m.43982	GO:0005840	ribosome
default-0_rep_c64772|m.43982	GO:0005622	intracellular
default-0_rep_c59352|m.40671	GO:0005840	ribosome
default-0_rep_c59352|m.40671	GO:0005622	intracellular
default-0_c35714|m.25280	GO:0000145	exocyst
default-0_rep_c63100|m.43001	GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)
default-0_rep_c107127|m.66344	GO:0016021	integral component of membrane
default-0_rep_c64759|m.43974	GO:0005840	ribosome
default-0_rep_c23153|m.17928	GO:0016020	membrane
default-0_c33520|m.24145	GO:0016021	integral component of membrane
default-0_rep_c6623|m.5741	GO:0005622	intracellular
default-0_c90090|m.58985	GO:0005777	peroxisome
default-0_rep_c94966|m.61126	GO:0005634	nucleus
default-0_rep_c94966|m.61126	GO:0000786	nucleosome
default-0_rep_c4278|m.3767	GO:0030130	clathrin coat of trans-Golgi network vesicle
default-0_rep_c4278|m.3767	GO:0030132	clathrin coat of coated pit
default-0_rep_c61262|m.41899	GO:0005840	ribosome
default-0_rep_c61262|m.41899	GO:0005622	intracellular
default-0_c9182|m.7761	GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain
default-0_rep_c3379|m.2955	GO:0005737	cytoplasm
default-0_rep_c60567|m.41491	GO:0000015	phosphopyruvate hydratase complex
default-0_rep_c10197|m.8574	GO:0016021	integral component of membrane
default-0_rep_c7004|m.6046	GO:0016020	membrane
default-0_rep_c7004|m.6046	GO:0005622	intracellular
default-0_rep_c93459|m.60416	GO:0005840	ribosome
default-0_rep_c93459|m.60416	GO:0005622	intracellular
default-0_rep_c77754|m.52319	GO:0016021	integral component of membrane
default-0_rep_c91728|m.59660	GO:0005840	ribosome
default-0_rep_c13456|m.11004	GO:0016021	integral component of membrane
default-0_rep_c14412|m.11700	GO:0016021	integral component of membrane
default-0_rep_c38305|m.26727	GO:0005840	ribosome
default-0_rep_c38305|m.26727	GO:0005622	intracellular
default-0_c88173|m.58176	GO:0005840	ribosome
default-0_c88173|m.58176	GO:0015935	small ribosomal subunit
default-0_rep_c10968|m.9152	GO:0016021	integral component of membrane
default-0_rep_c75497|m.50867	GO:0005840	ribosome
default-0_rep_c75497|m.50867	GO:0005622	intracellular
default-0_rep_c53040|m.36438	GO:0033180	proton-transporting V-type ATPase, V1 domain
default-0_rep_c54190|m.37208	GO:0016021	integral component of membrane
default-0_rep_c61894|m.42291	GO:0016020	membrane
default-0_rep_c42426|m.29154	GO:0016021	integral component of membrane
default-0_rep_c45554|m.31593	GO:0005681	spliceosomal complex
default-0_rep_c62725|m.42781	GO:0005634	nucleus
default-0_rep_c62725|m.42781	GO:0000786	nucleosome
default-0_rep_c52139|m.35886	GO:0030131	clathrin adaptor complex
default-0_dn_rep_c341|m.376	GO:0005840	ribosome
default-0_dn_rep_c341|m.376	GO:0005622	intracellular
default-0_rep_c39535|m.27473	GO:0005634	nucleus
default-0_rep_c39535|m.27473	GO:0000786	nucleosome
default-0_rep_c10379|m.8707	GO:0009579	thylakoid
default-0_rep_c10379|m.8707	GO:0016021	integral component of membrane
default-0_rep_c10379|m.8707	GO:0009522	photosystem I
default-0_c17114|m.13659	GO:0016021	integral component of membrane
default-0_rep_c95086|m.61183	GO:0009579	thylakoid
default-0_rep_c95086|m.61183	GO:0016021	integral component of membrane
default-0_rep_c95086|m.61183	GO:0009522	photosystem I
default-0_rep_c2330|m.2037	GO:0005840	ribosome
default-0_rep_c2330|m.2037	GO:0015934	large ribosomal subunit
default-0_rep_c2330|m.2037	GO:0005622	intracellular
default-0_rep_c57063|m.39224	GO:0005839	proteasome core complex
default-0_rep_c45404|m.31478	GO:0005840	ribosome
default-0_rep_c252|m.293	GO:0005839	proteasome core complex
default-0_rep_c62602|m.42697	GO:0000786	nucleosome
default-0_rep_c1804|m.1554	GO:0000786	nucleosome
default-0_rep_c104103|m.64854	GO:0016021	integral component of membrane
default-0_rep_c78920|m.53083	GO:0016020	membrane
default-0_rep_c111829|m.69082	GO:0030126	COPI vesicle coat
default-0_rep_c4784|m.4225	GO:0005840	ribosome
default-0_rep_c4784|m.4225	GO:0005622	intracellular
default-0_rep_c56957|m.39155	GO:0016020	membrane
default-0_rep_c86454|m.57305	GO:0005737	cytoplasm
default-0_rep_c48217|m.33404	GO:0005840	ribosome
default-0_rep_c48217|m.33404	GO:0005622	intracellular
default-0_rep_c351|m.387	GO:0016020	membrane
default-0_rep_c81344|m.54566	GO:0000786	nucleosome
default-0_rep_c72448|m.48545	GO:0005681	spliceosomal complex
default-0_c7571|m.6510	GO:0005634	nucleus
default-0_rep_c103763|m.64685	GO:0005840	ribosome
default-0_rep_c103763|m.64685	GO:0005622	intracellular
default-0_c106615|m.66000	GO:0005681	spliceosomal complex
default-0_rep_c62824|m.42847	GO:0005840	ribosome
default-0_rep_c62824|m.42847	GO:0005622	intracellular
default-0_rep_c89974|m.58934	GO:0033178	proton-transporting two-sector ATPase complex, catalytic domain
default-0_rep_c1621|m.1395	GO:0005681	spliceosomal complex
default-0_rep_c76035|m.51208	GO:0016021	integral component of membrane
default-0_rep_c56335|m.38749	GO:0005874	microtubule
default-0_rep_c56668|m.38959	GO:0015934	large ribosomal subunit
default-0_rep_c56668|m.38959	GO:0005840	ribosome
default-0_rep_c20771|m.16337	GO:0031361	integral component of thylakoid membrane
default-0_rep_c56787|m.39036	GO:0005829	cytosol
default-0_c15034|m.12133	GO:0005634	nucleus
default-0_rep_c44902|m.31103	GO:0005759	mitochondrial matrix
default-0_dn_rep_c22750|m.17659	GO:0016020	membrane
default-0_rep_c48916|m.33883	GO:0005840	ribosome
default-0_rep_c48916|m.33883	GO:0005622	intracellular
default-0_rep_c29704|m.22084	GO:0030130	clathrin coat of trans-Golgi network vesicle
default-0_rep_c29704|m.22084	GO:0030132	clathrin coat of coated pit
default-0_rep_c32289|m.23495	GO:0016021	integral component of membrane
default-0_rep_c32289|m.23494	GO:0016021	integral component of membrane
default-0_rep_c43756|m.30205	GO:0005840	ribosome
default-0_rep_c61749|m.42210	GO:0005853	eukaryotic translation elongation factor 1 complex
default-0_rep_c43624|m.30092	GO:0005737	cytoplasm
default-0_rep_c65504|m.44407	GO:0005840	ribosome
default-0_rep_c54878|m.37681	GO:0005739	mitochondrion
default-0_rep_c381|m.420	GO:0033179	proton-transporting V-type ATPase, V0 domain
default-0_rep_c381|m.420	GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain
default-0_rep_c64500|m.43830	GO:0015935	small ribosomal subunit
default-0_rep_c64500|m.43830	GO:0005622	intracellular
default-0_rep_c11388|m.9444	GO:0005622	intracellular
default-0_rep_c11388|m.9444	GO:0005840	ribosome
default-0_rep_c60032|m.41108	GO:0005840	ribosome
default-0_rep_c60032|m.41108	GO:0005622	intracellular
default-0_rep_c115665|m.71140	GO:0016021	integral component of membrane
default-0_dn_rep_c59931|m.41044	GO:0000786	nucleosome
default-0_rep_c33107|m.23950	GO:0042651	thylakoid membrane
default-0_rep_c33107|m.23950	GO:0009654	photosystem II oxygen evolving complex
default-0_rep_c33107|m.23950	GO:0009523	photosystem II
default-0_rep_c87697|m.57974	GO:0016020	membrane
default-0_rep_c20547|m.16210	GO:0019867	outer membrane
default-0_rep_c49866|m.34537	GO:0005789	endoplasmic reticulum membrane
default-0_rep_c52793|m.36274	GO:0005840	ribosome
default-0_rep_c52793|m.36274	GO:0005622	intracellular
default-0_rep_c23863|m.18395	GO:0005840	ribosome
default-0_rep_c23863|m.18395	GO:0005622	intracellular
default-0_c14981|m.12094	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex
default-0_c13068|m.10702	GO:0005634	nucleus
default-0_rep_c24871|m.19096	GO:0016020	membrane
default-0_rep_c3444|m.3014	GO:0005840	ribosome
default-0_rep_c3444|m.3014	GO:0005622	intracellular
default-0_dn_rep_c59990|m.41081	GO:0005840	ribosome
default-0_dn_rep_c59990|m.41081	GO:0005622	intracellular
default-0_rep_c69767|m.46531	GO:0016020	membrane
default-0_rep_c23280|m.18013	GO:0005840	ribosome
default-0_rep_c23280|m.18013	GO:0005622	intracellular
default-0_rep_c43501|m.29989	GO:0005840	ribosome
default-0_rep_c18401|m.14579	GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)
default-0_dn_rep_c2353|m.2060	GO:0005840	ribosome
default-0_rep_c56971|m.39168	GO:0005840	ribosome
default-0_rep_c56971|m.39168	GO:0005622	intracellular
default-0_c15844|m.12758	GO:0005737	cytoplasm
default-0_rep_c66618|m.45057	GO:0005840	ribosome
default-0_rep_c55997|m.38533	GO:0005840	ribosome
default-0_rep_c55997|m.38533	GO:0005622	intracellular
default-0_rep_c7126|m.6146	GO:0005956	protein kinase CK2 complex
default-0_rep_c25730|m.19688	GO:0005840	ribosome
default-0_rep_c25730|m.19688	GO:0005622	intracellular
default-0_c84989|m.56543	GO:0005634	nucleus
default-0_dn_rep_c69465|m.46368	GO:0016020	membrane
default-0_rep_c111950|m.69138	GO:0005840	ribosome
default-0_rep_c111950|m.69138	GO:0005622	intracellular
default-0_rep_c62713|m.42774	GO:0005840	ribosome
default-0_rep_c62713|m.42774	GO:0005622	intracellular
default-0_rep_c82285|m.55077	GO:0016021	integral component of membrane
default-0_c5245|m.4613	GO:0016021	integral component of membrane
default-0_rep_c25340|m.19415	GO:0005840	ribosome
default-0_rep_c110438|m.68428	GO:0005840	ribosome
default-0_rep_c110438|m.68428	GO:0005622	intracellular
default-0_c25150|m.19282	GO:0005742	mitochondrial outer membrane translocase complex
default-0_rep_c4094|m.3600	GO:0005783	endoplasmic reticulum
default-0_c90138|m.59006	GO:0016020	membrane
default-0_rep_c49162|m.34067	GO:0005737	cytoplasm
default-0_c48637|m.33675	GO:0005840	ribosome
default-0_c48637|m.33675	GO:0005622	intracellular
default-0_rep_c14621|m.11851	GO:0016020	membrane
default-0_rep_c54249|m.37246	GO:0005840	ribosome
default-0_rep_c54249|m.37246	GO:0005622	intracellular
default-0_c18547|m.14690	GO:0016020	membrane
default-0_c18547|m.14690	GO:0005622	intracellular
default-0_rep_c71076|m.47334	GO:0005737	cytoplasm
default-0_rep_c89492|m.58714	GO:0005634	nucleus
default-0_rep_c89492|m.58714	GO:0005665	DNA-directed RNA polymerase II, core complex
default-0_rep_c105865|m.65624	GO:0005839	proteasome core complex
default-0_rep_c105865|m.65624	GO:0019773	proteasome core complex, alpha-subunit complex
default-0_c29355|m.21879	GO:0000145	exocyst
default-0_c29355|m.21878	GO:0000145	exocyst
